,item0,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,item14,item15,item16,item17,item18,item19,item20,item21,item22,item23,item24,item25,item26,item27,item28,item29,item30,item31,item32,item33,item34,item35,item36,item37,item38,item39,item40,item41,item42,item43,item44,item45,item46,item47,item48,item49,item50,item51,item52,item53,item54,item55,item56,item57,item58,item59,item60,item61,item62,item63,item64,item65,item66,item67,item68,item69,item70,item71,item72,item73,item74,item75,item76,item77,item78,item79,item80,item81,item82,item83,item84,item85,item86,item87,item88,item89,item90,item91,item92,item93,item94,item95,item96,item97,item98,item99
supplier0,6.010588213739992,10.419932385083898,21.850660122986813,19.228879791538088,23.48975751910777,0.6485033796786558,12.570222408464533,24.439460784691153,4.377393825479545,2.6852838323392096,18.65475856631652,6.81670398987879,16.997185912273117,6.958349811722032,7.413719618314351,22.393120909855327,17.658974602453128,15.99772162259122,7.466513398563618,5.054116961316118,22.097499277197354,11.220881483352338,28.821795152577266,0.3592695129296747,10.193543901958986,21.941743592408308,26.114073899664575,4.782147114153496,27.44703933986024,13.435480303785262,28.81372000285038,7.8672376912866415,4.4089866181892425,19.034958625353283,23.982486753314546,13.631369143841138,4.304363483926455,18.15678555087257,18.309572691732438,15.764116544554469,21.061456940385202,23.942831931554686,4.977764881116021,20.25658539672384,11.15218749030457,20.29127380655216,5.240493635250426,8.842145913357365,24.430154977998352,9.145318964026734,1.7227211384398187,18.444962281073344,3.0216301327132724,8.125725276020558,4.99321594654801,22.39673628544622,20.822311165633373,22.359997461446625,2.224234606515666,21.157968111363687,24.805899217175273,18.75619095430734,12.406741172772607,29.354047075219615,22.272740992149483,15.610847678856752,21.66602680639929,4.955719476063554,5.0770671728961565,22.500090441495335,5.368113583727736,2.431761716363462,7.802639640863977,12.034411193689138,2.269470723759253,19.974422979218158,6.189054141706375,0.4925734649008558,15.538214883573794,6.151493564653931,9.647232915810774,26.223959188450518,13.80215699747206,4.6167151182279085,24.75685840095377,7.094643642322402,0.45999488950740647,12.993493789143164,17.259433752765716,10.70613130110539,22.831496308717398,14.310452443744449,17.729410497229985,17.968106510802567,10.08312550077407,5.912266328977536,25.774077663894367,10.86979433870101,15.827292106234955,25.449903060385317
supplier1,5.394117627715378,11.645806783329062,18.36189926301413,17.665556231250438,24.654538883691625,0.754622114535163,13.767386447365915,28.62908263349535,3.5501697954676628,2.2917508569101877,13.761707139085958,7.974257497594056,14.141658679011233,7.480226047601185,8.116744754533816,27.208845836705933,23.15287781210521,17.898441023295124,6.739684660650346,5.709280271116355,23.958341321592926,10.314143585707704,26.64199551918907,0.3524908428743978,8.171015349982996,18.5660907320378,26.322986490861894,4.156445622582011,26.284029198340736,14.656887604129377,30.291346669663223,8.308391206685892,5.202604209463306,22.20745172957883,20.902167353806256,11.798580015257455,3.6063585946410837,14.683313532444776,19.730142986780645,11.95445504628714,17.248606977039607,20.332404894256758,3.7129229850947367,19.94252980917773,11.814693677847416,19.971726187551337,6.498212107710529,8.498761606042516,24.882565255368693,10.131578852304125,1.4330600620649818,18.444962281073344,3.290884302955049,10.178540082594173,6.8795419707994805,19.314616613137105,23.764594265125044,25.78244605248437,2.965646142020888,22.80358785335864,22.171644433050467,18.398930174225296,9.846619978390958,20.99943367688788,21.61117442802623,14.849342914034471,21.195026223651478,4.5745102855971265,6.898189093608908,27.39141445051606,7.35198164727929,2.4767943407405633,8.653836692594592,12.54434387138783,2.345755453969648,19.974422979218158,6.061444777959852,0.4485936912489936,17.917941487364374,4.784494994730836,10.886327051786468,24.668300592525494,12.845571859033402,4.771898819680947,22.923017037920157,6.488263843833309,0.4205667561210573,14.346982725512245,15.291252710783663,9.226422096887573,24.949882564165407,13.969727385560057,20.499630887422175,15.600216505503006,11.1445071324345,7.711651733448958,22.156663254926737,11.223283585488034,19.70336364245576,26.284326111545493
supplier2,6.4729411532584535,9.194057986838734,21.29980314509639,20.16687392771068,25.236929565983555,0.5659665859013723,12.689938812354672,21.180866013399,4.308458489645222,2.708432830893858,17.278587852407924,6.109310179608349,17.541095861465855,6.2045285821188125,6.3272262259751795,23.83783838791051,24.330142785602085,19.957553707391025,6.739684660650346,4.39895365151588,27.214814899285162,12.921015041436025,30.517194867434753,0.34910150784675936,8.656422202457234,15.359220514685815,23.398210214099464,4.648068223102463,21.166784575654933,12.485496847962063,24.627111113547336,7.940763277186517,4.4971663505530275,20.3039558670435,26.842783338572243,11.111284092038575,4.420697632140683,14.99908371593821,17.04684354057848,15.107278355198032,20.153635520541016,23.562786980260167,4.7737581236932325,18.3722518714472,10.268845906914109,17.894666664046,6.603021980415537,9.35722237432964,20.358462481665292,8.965998984339935,1.4483053818741838,16.316697402487957,3.171215782847593,8.040191325746658,6.3247401989608125,23.01316021990804,28.74384258734172,21.21918126443404,2.4219443493170583,23.273764922500057,22.391165665060868,16.969887053897114,12.505207372556518,22.35423584959032,26.462662564930078,16.118517522071606,23.785529428764438,3.850212823710915,7.00856011910665,29.347944054124348,6.126651372732741,2.792022711380271,7.660773465575541,11.9324246581494,2.4601825492852405,15.480177808894073,5.870030732340068,0.4090118949623177,17.218021898014204,6.83499284961548,10.532300155793413,26.446196130725525,13.118881898587304,4.733102894317688,28.195310956641794,6.063797984890942,0.4994230228937555,17.595356172798034,14.534260002329026,8.268963200040748,23.773001311138735,12.947552211006881,21.23835632480675,15.739504152873565,9.552434684943858,6.04079385786835,29.165403672301526,9.013975793069129,20.026369603807495,23.15523966969484
supplier3,6.164705860246146,11.747962983182825,21.667041130356672,18.759882723451792,21.742585472231987,0.6308169238692379,14.964550486267301,27.930812325361316,4.48079682923103,2.8936248193310448,18.34894285211461,6.430852820640368,12.237973856836645,6.494459824273897,6.3272262259751795,22.633907156197857,23.15287781210521,14.730575355455281,6.871835340270941,4.258561513701544,21.632288766098466,11.107539246146759,28.337395234046554,0.39994153326133597,8.090114207903957,19.241221304111896,21.517996893323613,5.452541569408659,23.958008915301736,16.014006826733947,28.567448891714907,6.837879488688389,4.3648967520073505,26.014443454649484,26.842783338572243,13.97501710545058,4.2268073851169685,20.367176835326624,17.67820811615546,13.136763787128725,18.519556964821472,19.95235994296224,3.7129229850947367,17.58711290258194,14.243883032171183,15.498059521539837,6.603021980415537,9.872298835301912,20.584667620350462,9.77293889293053,1.9818915751962518,15.039738475336726,3.141298652820729,8.382327126842261,5.769938427122145,22.39673628544622,24.896241611083383,23.728976897861724,2.520799220717755,27.505358544772793,26.78159030526888,22.328798755127785,9.649687578823139,25.289640557112286,20.94960786390298,11.80332385474535,21.66602680639929,4.1933010951307,5.960035376878096,23.23378904284844,7.468679768664676,2.859571647945923,8.582903604950374,12.54434387138783,1.7926911599442839,17.144713057162253,7.911780552284439,0.5233593064571592,15.678198801443829,6.204070432727896,8.939179123824662,20.890272573850414,12.298951779925599,4.965878446497246,25.673779082470578,5.881884045344214,0.5388511562801047,14.482331619149154,14.080064377256246,10.096839275839228,22.831496308717398,14.083302404954855,18.83749865330686,15.460928858132442,8.314156114673358,8.032970555675998,28.261050070059618,8.837231169675617,19.380357681104027,19.19173017668401
supplier4,4.726274492855379,9.602682786253789,23.87046904191837,14.85157382273267,22.32497615452391,0.7428311439955512,11.851923985123703,28.163569094739326,3.4122991237990155,2.6852838323392096,15.443693567196464,6.688086933465983,16.725230937676745,6.900363563291015,7.669365122394156,30.098280792816297,22.171823667524478,15.839328339199227,6.277157281978263,5.007319582044673,25.121367599340154,10.8808547717356,22.282396252412678,0.33893350276384404,7.362003929192601,18.903656018074848,23.81603539649409,5.81008527887808,28.14484542477194,17.642549893859435,22.164400002192604,8.014288863086392,4.761705547644382,20.93845448788861,21.122190168056846,14.54776370813298,4.149251286307483,19.89352156008647,20.519348706251872,13.005396149257438,18.519556964821472,19.38229251602046,4.855360826662348,19.000363046539412,11.704275979923608,15.338285712039427,5.816947935127974,8.927991990186078,27.8232320582759,10.579878801521122,1.4635507016833857,17.16800335392211,3.380635693035641,10.093006132320273,6.158299667409213,19.1091419683165,24.669912141891714,23.500813658459208,2.4466580671672324,24.91938466449501,25.244941681196075,20.006603684594495,9.35428897947141,29.354047075219615,23.15482974431382,11.930241315549063,22.843528263268816,4.34578477131727,6.291148453371323,28.614245452771236,6.710141979659669,2.1840822822894057,9.150368306104118,13.156263084626262,2.3076130888644504,21.139597653005882,5.742421368593544,0.5453491932830903,17.218021898014204,6.519531641171688,10.443793431795148,24.890537534800497,15.851982294126326,4.888286595770727,26.361469593608177,6.548901823682218,0.3986622375730856,17.053960598250402,18.470622086293137,9.748672404258567,26.59751631840274,12.833977191612084,17.54472913788384,13.650189442315128,9.817780092858966,7.06901408899488,24.643635661091988,8.306997299495078,19.21885470042816,21.694999330164535
supplier5,5.445490176550763,11.543650583475298,20.381708181945687,14.069912042588845,18.442371605911056,0.7074582323767153,15.323699697937716,28.62908263349535,4.239523153810898,2.96307181499499,17.890219280811746,6.688086933465983,17.269140886869486,5.508693600946609,6.199403473935277,27.449632083048463,22.56424532535677,18.690407440255086,7.66473941799451,5.33490123694479,24.88876234379071,11.787592669380235,21.797996333881965,0.31520815757037496,9.627235907405709,18.734873375056324,21.309084302126294,5.676006387827046,25.81882514173294,17.235414127078062,26.843551113766598,8.676019136185268,3.968087956370318,19.246458165634987,24.42253238181573,10.767636130429134,4.614587879164397,18.630440826112725,14.679226382164801,13.662234338613874,20.698328372447527,22.80269707767113,4.936963529631463,18.058196283901093,11.704275979923608,17.575119045045177,6.0789726168904945,11.074143910903885,26.239796087479707,8.697019014809737,1.6160038997754054,16.60046605296601,3.290884302955049,10.606209833963677,7.156942856718815,21.163888416522575,27.15953630300005,26.923262249496954,2.9162187063205396,25.389561733636427,22.610686897071268,16.076735103692005,9.2558227796875,27.547644178283022,21.831696616067315,15.86468260046418,21.901527097773194,4.726993961783697,4.966696147398413,31.30447365773264,7.35198164727929,2.4767943407405633,6.809576413844924,11.728451587069923,2.1550436284436603,20.806690603352248,8.230803961650746,0.5453491932830903,15.258247047833725,6.83499284961548,8.67365895182987,28.66856555347557,13.255536918364257,4.034776237779012,23.610707549057764,6.30634990428658,0.3986622375730856,12.181400427321718,14.685658544019953,9.574588968468236,22.596120058112064,13.515427307980868,24.00857671499894,17.410955921320316,9.11019233841868,6.6191677378770235,21.478398053245307,10.781422027004252,18.088333835697092,21.694999330164535
supplier6,6.3188235067523,12.054431582744117,16.52570933671272,17.509223875221675,18.442371605911056,0.5482801300919544,11.851923985123703,25.836001400959223,3.481234459633339,2.8704758207763965,16.20823285270124,7.395480743736423,16.045343501185823,6.900363563291015,6.199403473935277,25.764128358650755,23.741510298853647,17.106474606335166,6.145006602357669,4.7733326856874445,24.65615708824126,10.427485822913285,27.852995315515845,0.4338348835377204,8.818224486615314,20.085134519204527,26.53189908205921,4.5586822957351085,23.492804858693937,16.149718748994406,26.597280002631123,7.573135347687141,4.5853460829168124,20.726954947606906,25.302623638818098,13.631369143841138,4.5758098297596534,16.420049541658674,20.20366641846338,16.026851820297043,19.245814100696826,22.80269707767113,4.977764881116021,16.487918346170567,11.5938582819998,20.45104761605257,5.554923253365452,10.129837065788049,24.430154977998352,8.786679004653136,1.4025694224465781,14.8978541500977,3.260967172928185,8.553395027390062,6.158299667409213,21.574837706163787,25.348900549466716,22.58816070084914,2.3725169136167104,30.561509494191995,28.318238929341685,21.257016414881647,9.846619978390958,26.41864236769765,22.272740992149483,12.56482861956763,28.260034964868638,4.803235799876983,5.573736787635998,23.23378904284844,7.35198164727929,2.6569248382489676,9.0794352184599,11.524478515990445,2.4601825492852405,21.47250470265952,8.230803961650746,0.42660380442306256,15.81818271931386,5.205109939322558,9.470219467814246,24.668300592525494,16.671912412788032,4.927082521133986,25.903009252849774,6.185073944588761,0.46875669692659516,14.482331619149154,14.080064377256246,9.574588968468236,30.363536328088088,14.083302404954855,18.83749865330686,16.157367094985254,8.756398461198536,7.133277853440288,22.608840056047693,10.162815845126959,19.057351719752294,23.363845432484883
supplier7,5.6509803718923015,10.624244784791426,17.811042285123705,14.53890911067514,21.3543250173707,0.6779808060276855,11.612491177343426,20.948109244020987,3.515702127550501,2.986220813549638,13.914614996186915,7.652714856562038,14.413613653607603,5.85661109153271,7.4776309943343024,23.115479648882918,25.311196930182813,18.690407440255086,7.136136699512131,4.8201300649588905,28.145235921482946,13.374383990258341,25.430995722862296,0.37621618806786694,8.818224486615314,17.553394873926646,21.10017171092898,4.737454150469818,23.492804858693937,17.506837971598976,25.61219555808923,8.970121479784767,5.334873808008983,25.80294391436778,23.54244112481336,11.569481374184495,4.265585434521712,17.051589908645546,17.836049260049702,16.946425285396057,16.340785557195417,19.192270040373202,4.243340554393985,20.099557602950785,13.91262993839976,20.61082142555298,4.768849208077888,9.271376297500927,20.810872759035632,9.59361891324373,1.4940413413017897,16.458581727726983,2.8122102225252235,10.94834563505928,5.32609700965121,19.520091257957713,22.40661744997504,21.447344503836558,2.9409324241707138,30.091332425050577,24.586377985164876,19.47071251447143,8.960424180335773,23.483237660175693,22.934307556272735,13.707085766801052,29.437536421738166,3.430882714197845,5.518551274887126,31.30447365773264,6.4767457368888985,2.2516312188550573,8.370104342017719,10.300640089513585,2.250399541206654,17.477620106815888,6.699491596692469,0.48377751017048337,13.298472197653245,5.3102636754704875,9.735739639809038,22.445931169775445,17.21853249189584,4.112368088505532,26.132239423228977,5.578694146099667,0.48189940805537823,17.18930949188731,16.048245419238302,9.05233866109724,26.59751631840274,13.174702249796477,18.283454575268422,14.903778268650193,8.579501522588464,7.583124204558143,21.026221252124355,8.925603481372374,20.18787258448336,18.983124413893968
supplier8,6.010588213739992,10.930713384352718,23.503231056658088,16.72756209507785,24.26627842883034,0.607234982790014,14.24625206292647,25.60324463158121,4.377393825479545,2.4537938467927263,13.761707139085958,6.045001651401946,15.77338852658945,5.972583588394745,7.285896866274449,23.115479648882918,23.15287781210521,19.00719400703907,7.268287379132727,4.258561513701544,26.982209643735718,13.374383990258341,28.57959519331191,0.3118188225427365,7.281102787113562,19.747569233167475,22.562559849310194,5.005611932571884,23.492804858693937,16.96399028255715,27.336093336037546,8.970121479784767,5.334873808008983,20.3039558670435,21.122190168056846,12.371326617939857,3.490024446426855,15.15696880768493,17.67820811615546,16.289587096039618,16.885478409101932,23.942831931554686,4.284141905878543,15.388723789759196,13.250123750856915,18.37398809254723,5.921757807832981,9.872298835301912,26.692206364850048,9.145318964026734,1.9666462553870498,16.884234703444058,3.5003042131430973,8.125725276020558,6.768581616431747,20.958413771701967,25.348900549466716,22.359997461446625,2.347803195766536,28.680801217626332,27.220632769289683,18.398930174225296,10.535883376878326,28.67664598886839,20.94960786390298,11.676406393941637,22.137027389147097,4.117059257037414,5.352994736640512,25.19031864645673,5.776557008576585,2.8145390235688215,6.809576413844924,10.096667018434108,2.345755453969648,18.975701830257247,5.870030732340068,0.5541451480134627,13.998391787003417,5.573148015840315,9.647232915810774,22.890405054325456,16.945222452341937,3.569225133419896,27.049160104745784,5.457418186401848,0.4424712746690291,17.595356172798034,15.59404979416552,11.315423326371551,28.009773822034745,12.947552211006881,17.17536641919155,15.32164121076188,9.552434684943858,7.197541617885696,23.73928205885008,10.693049715307495,15.988795086910823,24.61548000922514
supplier9,4.829019590526148,10.930713384352718,18.54551825564427,18.759882723451792,24.46040865626098,0.5954440122504021,14.844834082377162,24.439460784691153,3.8603788067221187,2.4074958496834293,14.067522853287869,7.909948969387653,14.821546115502159,6.494459824273897,6.518960354035033,25.28255586596569,25.311196930182813,18.21522759007911,6.0128559227370735,5.709280271116355,20.93447299945013,12.35430385540813,28.095195274781197,0.36604818298495156,10.112642759879947,16.20313372977844,25.696248717269942,4.022366731530978,21.86459066056663,14.114039915087549,24.87338222468281,6.911405074588264,4.144447421097888,23.687948511550754,21.34221298230744,14.089566425987059,4.071695187497998,15.314853899431647,18.151731547838192,12.87402851138615,18.70112124879031,18.43218013778416,4.65135406923956,20.25658539672384,12.035529073695031,16.936023807043536,5.764542998775469,11.074143910903885,21.26328303640597,10.759198781207921,1.7227211384398187,18.161193630595292,3.679806993304282,9.66533638095077,5.32609700965121,20.75293912688136,26.480547895425047,23.27265041905669,2.7432226813693217,23.508853457070764,25.464462913206475,21.614277194963694,9.649687578823139,27.773444540400096,26.02161818884791,13.707085766801052,24.021029720138344,4.841356718923626,6.015220889626968,26.413149648711915,5.951604190654663,2.1165333457237536,8.511970517306155,9.688720876275154,1.9071182552598764,19.974422979218158,7.784171188537916,0.5277572838223454,13.43845611552328,5.467994279692384,9.470219467814246,26.223959188450518,15.442017234795472,4.189959939232052,26.132239423228977,7.397833541566949,0.41618585241146294,12.58744710823244,15.745448335856446,10.967256454790887,24.949882564165407,10.789626842505735,20.314949528076028,13.23232650020344,9.198640807723715,8.35428937790304,20.347956050442924,8.130252676101568,17.442321912993627,19.608941702264097
